Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Payment Type,Payment_Cash,Payment_Stock,Payment_Debt,TV/EBITDA,Target Ticker,Acquirer Ticker,Currency of Deal,Current/Completed Total Value,Deal Attributes,Current Target SIC Code,Current Acquirer SIC Code,Target Total Assets,Acquirer Total Assets,Acquirer Current Market Cap,Acquirer Price Earnings Ratio (P/E),Target Trailg 12Mth Dividend per Shar,Acquirer Trailg 12Mth Dividend per Shar,Target Dividend Payout Ratio,Acquirer Dividend Payout Ratio,Target Market Value of Equity,Acquirer Market Value of Equity,Acquirer Total Return Year To Date Pct,Target Trailg 12Mth Cashflow Net Inc,Acquirer Trailg 12Mth Cashflow Net Inc,Target R & D Expenditures,Acquirer R & D Expenditures,Target Inventories,Acquirer Inventories,Acquirer - Price Change 1 Year Percent (CHG_PCT_1Y),Acquirer - Price Change 5 Day Percent (CHG_PCT_5D),Acquirer Trailing 12 Mth COGS,Target Trailing 12 Mth COGS,Acquirer Trailing 12 month EBITDA per Share,Target Trailing 12 month EBITDA per Share,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Return on Common Equity,Acquirer Return on Common Equity,Target EBITDA(Earn Bef Int Dep & Amo),Acquirer EBITDA(Earn Bef Int Dep & Amo),Target Operating Margin,Acquirer Operating Margin,Target Total Debt to Total Assets,Acquirer Total Debt to Total Assets,Target Total Debt to Total Equity,Acquirer Total Debt to Total Equity,Target EBIT to Total Interest Expense,Acquirer EBIT to Total Interest Expense,Target Current Ratio,Acquirer Current Ratio,Target Financial Leverage,Acquirer Financial Leverage,Target GeoGrwth - Cash Flow per Share,Acquirer GeoGrwth - Cash Flow per Share,Target Net Income/Net Profit (Losses),Acquirer Net Income/Net Profit (Losses),Target Net Revenue Growth,Acquirer Net Revenue Growth,Target Asset Growth,Acquirer Asset Growth,Target Geometric Growth-EBITDA Tot Mkt VaL,Acquirer Geometric Growth-EBITDA Tot Mkt VaL
2000-12-18,Morgan Keegan Inc,Regions Financial Corp/Old,773.50,Cash or Stock,1,1,0,8.99,3543Q US,355488Q US,USD,,Company Takeover,6211,6022,1732.28,48598,,,0.34,1.3516,20.6393,42.2611,765.486,7988.35,,47.447,661.776,,,,,,,,,,5.93556,493.961,3617.89,18.357,15.2177,154.063,,17.0326,31.725,31.5129,20.8626,211.071,227.73,,,,,6.19434,11.1855,,,44.89,651.841,9.34333,4.24054,8.378,1.375,,
2002-03-18,IPC Inc,Alcoa Corp,773.42,Cash,1,0,0,7.47,IXX US,AA US,USD,773.42,Company Takeover,2673,3350,552.644,16212,16169.4,11.9486,,0.4,,9.01995,474.261,13761.3,17.3316,27.564,1157,,24,80.86,2177,97.2391,1.33529,10658,487.265,3.10816,4.98827,642.948,12831,30.4767,20.5137,103.511,807,9.93066,1.43403,60.9492,15.0444,358.993,39.2817,2.54338,1.10843,1.72963,1.45259,6.60466,2.68167,-11.6268,16.6011,25.983,1170,,,-6.76814,15.273,,14.1139
2010-04-28,Palm Inc,HP Inc,772.25,Cash,1,0,0,,PALM US,HPQ US,USD,772.25,"Company Takeover, Private Equity, PE Seller",3571,3570,,41769,17106.7,6.49862,,1.18,,43.3911,1027.39,17829.9,-15.395,,2509,,1602,,8512,-37.3003,3.57143,44842,,4.2783,-2.71078,,55295,,,,4339,,5.74012,,26.0528,,,,6.27273,,0.767414,,,,5.05187,,2529,,,,4.6606,,4.20433
2019-06-24,NRC Group Holdings Corp,US Ecology Inc,771.32,Stock,0,1,0,,NRCG US,ECOL US,USD,785.74,Company Takeover,6770,4953,376.127,1805.4,,,5.25,,,,473.347,1502.04,,-74.57,-2.889,,,7.257,,,,766.744,302.813,4.83034,-0.442459,360.17,988.001,,-0.464491,8.74,158.709,-5.95969,3.3751,91.5515,44.3025,,128.112,-0.970301,1.15121,1.88867,1.94838,,2.96568,,1.67186,-47.257,5.337,,,24.5021,-1.41349,,
2002-02-18,Oni Systems Corp,Ciena Corp,771.27,Stock,0,1,0,,ONIS US,CIEN US,USD,,"Company Takeover, Tender Offer",3661,3661,916.355,5864.67,46721.1,237.601,,,,,874.826,26781.8,41.6727,-199.327,123.338,78.355,848.329,53.836,826.235,342.067,-3.01284,2764.59,154.442,2.37471,-0.893271,195.68,4769.51,-32.9718,4.44825,-108.429,351.476,-88.96,4.14154,32.7621,27.7178,53.8236,59.5589,-11.5858,2.20944,8.09649,2.7251,1.56369,2.07485,,12.1155,-188.266,123.338,,,-9.76033,3.95881,,53.629
2017-12-12,Fairmount Santrol Holdings Inc,Covia Holdings LLC,769.89,Cash and Stock,1,1,0,5.34,FMSA US,CVIAQ US,USD,769.89,Company Takeover,1400,1400,1265.32,2446.52,,,,,,,955.804,1.58518,,94.129,-1899.64,5.302,,70.528,121.79,,,880.352,714.084,-12.4841,1.04298,959.795,1595.45,33.1256,,192.906,-1108.56,11.3279,-89.7957,59.189,77.4103,233.826,1068.99,,-13.2786,2.14277,2.15318,4.32286,3.80324,-11.5855,,53.788,-1290.1,,,5.18817,-34.8658,,
2013-01-22,MAP Pharmaceuticals LLC,Allergan Inc/United States,767.96,Cash,1,0,0,,2301602D US,1284849D US,USD,767.96,"Company Takeover, Tender Offer",2834,2834,,12415.7,,,,0.2,,3.89529,549.42,63613.9,,,1524.2,,1191.6,,296,,,842.4,,7.58281,-1.78875,,7237.9,-77.2177,21.4431,,2257.4,,27.7608,,17.3764,,27.7908,,1.59342,,4.41225,,1.61717,,12.0531,,1524.2,,,,17.4139,,11.2164
2004-05-17,Deluxe Business Operations Inc,Deluxe Corp,766.21,Cash,1,0,0,9.33,NEB US,DLX US,USD,766.21,"Company Takeover, Tender Offer",2761,2780,,2863.6,1236.13,11.8706,,1.2,,67.4787,435.806,1004.85,24.6282,,82.1,,,,33.5,74.0987,2.4758,1002.5,,8.9858,6.24171,,2133.2,7.6407,12.6196,,417.3,,10.8944,,54.0788,,227.501,,1.90492,,1.03514,,4.37661,,3.08702,,82.1,,,,1.15025,,-9.31273
2007-07-02,Option Care Inc/Delaware,Walgreens Boots Alliance Inc,766.20,Cash,1,0,0,14.94,3008759Q US,WBA US,USD,766.20,"Company Takeover, Tender Offer",8082,5912,376.385,81037,,,0.08,0.75,12.039,,532.501,9733.55,,24.396,-6298,,,23.096,8320,,,128108,558.321,-4.25088,1.48564,659.412,147658,11.0813,-60.485,46.136,-8469,5.73405,-9.67777,22.9539,41.7624,39.2367,277.88,17.677,-29.6473,2.97685,0.680258,1.72662,5.832,,-27.9404,21.685,-8636,,,20.0789,-16.1359,-2.65184,
2009-07-28,SPSS Inc,International Business Machine,766.02,Cash,1,0,0,10.03,SPSS US,IBM US,USD,766.02,Company Takeover,7372,,,151880,223974,21.7224,,6.71,,59.1713,612.337,277535,-17.897,,10593,,8316,,1220,-3.7163,5.50323,28238,,17.0161,4.19465,,67535,14.6667,35.3371,,16881,,16.0776,,42.5382,,197.328,,5.59979,,0.955662,,4.82128,,-7.08846,,10593,,,,10.7199,,4.09405
2010-12-22,Sonic Solutions LLC,Rovi Corp,763.41,Cash or Stock,1,1,0,3392.95,SNIC US,ROVI US,USD,676.09,"Company Takeover, Tender Offer",3861,6794,95.41,,,,,,,,744.171,,,1.73,,24.696,,1.941,,,,,35.97,,-0.501301,104.345,,1.00571,,1.958,,-0.348843,,0.167697,,0.255579,,-2.49315,,2.24003,,1.81683,,-29.4301,,-1.213,,,,42.9642,,,
1999-07-27,Standard Products Co,Cooper Tire & Rubber Co,762.67,Cash and Debt,1,0,1,6.37,3162888Q US,CTB US,USD,762.67,Company Takeover,3061,3011,737.822,2971.57,,,0.71,0.42,39.4981,14.7995,433.626,2828.26,,28.89,176.439,48.134,64.14,55.151,387.656,,,2104.34,939.378,8.68707,7.40936,1083.79,2521.07,9.78551,13.6823,119.744,431.818,6.01365,9.15804,23.4112,15.1093,59.503,31.8296,4.56695,10.1678,1.04226,2.44128,2.40839,2.17594,9.74098,11.6198,28.89,142.789,,,7.82994,6.03906,-4.46815,0.108578
2004-08-18,Prime Hospitality Corp,Blackstone Inc,762.49,Cash,1,0,0,13.13,2246800Q US,BX US,USD,762.49,"Company Takeover, Private Equity, PE Buyout, Real Estate",7011,6282,,47709,132448,27.8204,,4.74,,122.459,473.737,189403,-28.8901,,3019.21,,,,,-31.3852,-6.25376,,,9.34273,1.29726,,14450.3,0.102028,35.7772,,7291.79,,48.3982,,27.8903,,60.811,,,,,,5.40228,,16.5668,,3019.21,,9.03837,,9.75181,,
2001-03-22,Kent Electronics Corp,Avnet Inc,762.25,Stock,0,1,0,11.90,KNT US,AVT US,USD,719.82,Company Takeover,5065,5065,731.135,12118.6,5168.01,19.4465,,1.36,,47.1699,472.362,4009.22,31.5516,53.145,207.486,,,197.695,5235.48,28.1472,-5.7066,20691.4,867.662,6.88503,2.25547,993.938,22200.8,14.5418,4.24227,54.283,650.219,3.51471,2.31638,29.5431,23.7463,62.6574,57.4222,3.33658,2.08705,3.15286,2.42696,2.00597,2.44819,,,18.251,240.217,,,20.9205,-0.742017,10.2892,-7.58972
1998-08-06,Equity Corp International,Service Corp International/US,761.76,Stock,0,1,0,15.28,3610808Q US,SCI US,USD,728.92,Company Takeover,7261,7200,717.7,18654.5,11822.9,22.1088,,1.3,,33.8309,490.118,10890.7,8.91368,17.672,542.614,,,9.134,35.246,6.13673,5.54453,3169.16,,9.31203,2.58097,135.073,4309.23,7.51822,32.7243,38.528,1330.38,22.2842,22.6975,23.9879,28.0242,75.9985,318.992,4.75438,3.83005,2.0331,0.55222,2.87525,10.8658,-31.61,7.90259,14.699,542.614,,,61.6838,7.33668,,2.09374
2016-09-12,Horizon Pharmaceutical LLC,Horizon Therapeutics Plc,760.41,Cash,1,0,0,,RPTP US,HZNP US,USD,760.41,"Company Takeover, Tender Offer",2834,2834,423.348,9114.62,,,,,,,459.302,23546.4,,-87.195,438.002,58.634,406.389,6.424,169.559,,,903.44,15.538,4.01448,-0.810164,3226.41,3629.04,-92.4087,8.54097,-46.837,1020.41,-1.50192,17.0131,26.2196,29.4575,94.7164,52.9346,-3.06832,7.37587,4.52897,3.84859,3.68618,1.82587,,25.7917,534.491,521.482,,,,5.03459,,
2001-01-15,Rollins Truck Leasing Corp,Penske Truck Leasing Co LP,758.71,Cash,1,0,0,1.94,0615140D US,6222B US,USD,758.71,"Company Takeover, Tender Offer, Going Private",7513,7513,1999.25,14569,,,0.22,,15.5415,,463.84,,,75.701,448,,,,121,,,5953,531.939,,6.71415,720.291,8401,20.7931,,375.269,2822,17.883,9.68932,63.7015,71.4943,322.122,362.17,1.54018,2.29944,1.38293,0.747717,4.75997,,7.30051,,81.897,448,,,42.0224,,0.797888,
1998-04-10,Trans Financial Inc,US Bancorp,758.68,Stock,0,1,0,,TRFI US,USB US,USD,,Company Takeover,6021,6021,2115.01,692345,83254.8,11.6147,,2.04,32.4907,44.1518,,82996,1.09632,24.959,7570,,,,,16.2738,-2.03525,,,,,194.58,42861,,13.1135,,,30.6465,33.3462,17.2406,11.4603,241.841,120.859,,,,,14.6014,12.4925,,15.7595,23.933,7570,8.43744,4.40827,5.542,2.06791,,
2002-08-07,Hollywood Casino Corp,Penn Entertainment Inc,756.26,Cash,1,0,0,6.94,2291233Q US,PENN US,USD,756.26,Company Takeover,,7011,553.397,15261.7,1947.1,,,,,,310.758,2667.27,0.61017,-5.481,-903.5,0.603,,3.305,,-28.6127,16.5094,4529.6,346.546,-1.90521,4.23575,458.056,6961,,-35.9709,79.943,525.4,5.82025,1.04152,102.921,73.7087,,393.549,0.386466,0.161975,2.26602,0.815773,,5.1652,10.013,,-28.75,-843.1,,,-4.24002,,13.895,
2019-03-04,Nightstar Therapeutics PLC,Biogen Inc,753.07,Cash,1,0,0,,NITE US,BIIB US,USD,753.07,Company Takeover,,2836,,29439.5,26851.7,14.5401,,,,,,25817.7,4.04,,1292.9,,1778.6,,2168.1,28.4877,-6.48286,2404.2,,18.0382,,,9890.6,,7.39375,,2730,,18.827,,22.6145,,36.4664,,6.96112,,2.67932,,1.64381,,-10.5571,,1292.9,,,,4.95627,,5.25836
2004-03-15,Morpho Detection LLC,General Electric Co,752.95,Cash,1,0,0,7.34,3674498Q US,GE US,USD,752.95,Company Takeover,3845,3724,486.068,130169,349643,51.6056,,1.44,,17.7635,812.784,323052,9.07055,26.632,8704,26.323,1580,78.894,11868,66.0131,-2.74997,28968,199.522,9.59988,2.85571,416.497,45855,8.77188,45.7864,102.554,10097,23.2081,18.685,27.3805,16.5608,45.7849,114.07,57.0945,10.1637,6.36934,1.04146,1.71381,6.66252,,19.7944,56.946,8704,,,16.3435,5.70814,-7.61658,-8.81066
2017-09-18,Itron Networked Solutions Inc,Itron Inc,752.60,Cash,1,0,0,,SSNI US,ITRI US,USD,752.60,Company Takeover,3576,3825,3720.71,3720.71,4160.2,13.8583,,,,,875.234,4172.11,0.963813,301.055,301.055,207.041,207.041,242.886,242.886,-12.4765,-4.32339,1475.08,1475.08,7.97033,7.97033,2367.19,2367.19,,19.3779,362.585,376.284,13.2253,13.2253,34.0782,36.9732,72.9463,79.1431,13.9445,13.9445,1.80031,1.80031,,2.29414,,26.8159,301.055,301.055,,,,9.18775,,-23.015
2020-01-13,Primo Water Operations Inc,Primo Water Corp,750.53,Cash or Stock,1,1,0,16.99,9998522D US,PRMW CN,USD,750.53,"Company Takeover, Tender Offer",5141,2086,320.128,3523,,,,,,,481.72,4010.02,,3.954,257.2,,,9.965,47.3,,,667,225.459,1.92184,1.0933,316.672,1771.8,4.1852,18.5463,-17.775,356.7,-13.3694,9.22226,59.3903,40.721,201.205,99.5351,-1.97679,,0.973669,2.03215,4.24117,2.63931,,,2.692,238.1,,,,-3.92692,,
1995-12-31,Onecomm Corp,Nextel Communications Inc,750.00,Cash,1,0,0,,CCAL US,NXTL US,USD,750.00,"Company Takeover, Private Equity, PE Seller",4812,4812,,,,,,,,,,36830.3,,,,,,,,,,,,4.87996,,,,,22.4546,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,Shire Regenerative Medicine Inc,Shire PLC,750.00,Cash,1,0,0,33.10,ABHB US,SHP LN,USD,750.00,Company Takeover,3841,2834,,67756.9,,,,,,5.45711,,55602.3,,,4808.7,,1763.3,,3291.5,,,4661.8,,6.32057,,,15160.6,,13.75,,4719.4,,16.1946,,28.84,,54.0162,,4.24115,,0.965288,,2.06977,,13.5283,,4271.5,,,,1.0763,,2.38625
2018-10-29,"Alpha Technologies Group Inc,Alpha Technologies Ltd,Alpha Technologies Services Inc of Nevada",EnerSys,750.00,Cash and Stock,1,1,0,,,ENS US,USD,750.00,"Company Takeover, Cross Border",,5063,,3971.25,5962.37,17.6942,,1.005,,10.33,,5546.1,10.4191,,312.803,,,,739.994,63.3364,-6.21828,2627.87,,14.3123,,,3617.58,,16.7435,,592.602,,12.8452,,30.2749,,62.636,,8.34865,,2.6963,,2.02665,,1.84503,,363.735,,,,14.5771,,-6.07486
2019-06-26,Oritani Financial Corp,Valley National Bancorp,748.23,Stock,0,1,0,,ORIT US,VLY US,USD,849.24,Company Takeover,6022,6021,4070.52,64132.7,6945.6,12.3207,0.93,0.44,96.0333,43.2759,798.045,6501.3,7.49144,50.962,597.983,,,,,30.3135,-2.40948,,,,,160.513,3494.61,9.33161,7.82987,,,65.2467,36.7204,12.813,5.34876,98.5652,43.9349,,,,,7.56785,8.71221,1.13598,30.9905,52.059,597.983,-6.76004,9.31147,-2.31635,2.626,,
2006-11-09,Tanox Inc,Genentech Inc,747.56,Cash,1,0,0,,TNOX US,1918938D US,USD,747.56,Company Takeover,2836,2836,,,,,,,,,857.103,87304.2,,,,,,,,,,,,6.70916,-0.0163315,,,1.4289,24.8622,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,AEP Industries Inc,Berry Global Group Inc,746.35,Cash or Stock,1,1,0,7.00,AEPI US,BERY US,USD,800.82,Company Takeover,3081,3089,392.631,16613,,,,1.17,,24.5368,560.217,8093.26,,28.802,548,2,,92.685,1631,,,9064,905.487,16.3676,18.7849,1095.83,12258,28.3847,18.9948,95.983,1942,6.0691,7.64399,35.0938,54.1082,121.623,249.141,3.34509,3.01286,1.7572,1.24564,4.09345,4.86518,32.8831,5.94112,28.802,516,,,-10.3775,0.156749,-2.21953,-4.20161
2000-10-16,Specialty Equipment Cos Inc,RTX Corp,746.18,Cash,1,0,0,9.54,SEC US,RTX US,USD,746.18,Company Takeover,5084,3724,265.316,171079,278981,33.1328,,2.67,,53.0897,531.811,246175,14.1945,43.079,6732,9.1,2807,64.133,13364,55.9068,5.34617,70814,340.69,10.1949,4.05761,502.119,88603,205.785,10.7368,78.962,14173,14.3325,10.4963,47.9937,23.3553,465.117,59.5132,9.03641,5.06812,1.5264,1.02633,18.288,2.66298,11.0832,24.2913,44.369,6732,,,12.0683,5.04602,,-21.4738
2011-06-29,Southern Natural Gas Co LLC,El Paso Pipeline Partners LP,745.00,Cash,1,0,0,,SNT1 US,EPB US,USD,745.00,"Company Takeover, Additional Stake Purchase",4923,4922,2931,6495,,,,2.6,,136.968,,9534.06,,258,593,,,25,34,,,553,301,4.8435,,651,1505,,14.7141,412,1093,50.2304,59.4684,31.218,65.4042,50.6084,219.082,6.05556,2.98333,0.855172,1.09747,1.6372,3.33062,,30.5209,290,610,,,5.6978,-1.30679,,-44.8761
2012-03-13,Great Wolf Resorts Inc,Apollo Asset Management Inc,743.83,Cash,1,0,0,9.87,1922908D US,9990822D US,USD,743.83,"Company Takeover, Tender Offer, Private Equity, PE Buyout",7011,6799,,,,,,,,,,,,,,,,,,,,,,,,,,-3.47671,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23,Acterna Inc,Viavi Solutions Inc,743.34,Cash and Stock,1,1,0,,1002952Q US,VIAV US,USD,760.80,Company Takeover,7379,3674,,1993.8,7579.16,899.959,,,,,,4203.05,84.4837,,-42,,208.7,,117.9,199.817,13.3539,539.9,,0.61731,,,1084.3,,-5.53688,,133.2,,5.30296,,33.9452,,86.747,,1.91667,,1.5011,,2.55172,,-7.34774,,34.8,,,,14.8304,,8.8636
1998-08-10,Rio Hotel & Casino Inc,Caesars Entertainment Corp/Old,743.27,Stock,0,1,0,7.48,267583Q US,HET US,USD,619.80,Company Takeover,7990,7993,,28979.2,,,,,,,342.564,,,,-333.7,,,,52.7,,,3649,,,4.12552,,8834.5,11.4944,,,2285.8,,12.9107,,65.3679,,1066.92,,0.59255,,0.995889,,,,,,-666.7,,,,,,
1999-12-01,Ardent Software Inc,Ascential Software Corp,742.59,Stock,0,1,0,17.56,3489Q US,1436225D US,USD,1324.37,Company Takeover,7372,7372,82.804,,,,,,,,522.183,959.354,,5.869,,17.576,,,,,,,38.944,0.49054,2.46716,119.26,,8.92223,1.98189,27.898,,16.3282,,,,,,50.0591,,1.33544,,2.33008,,,,1.637,,,,,,,
2001-01-10,Trans World Airlines Inc,American Airlines Group Inc,742.00,Cash,1,0,0,,TWAIQ US,AAL US,USD,,"Company Takeover, Bankruptcy/Liquidation",4512,4512,2137.18,61774,7936.86,34.1415,,,,,134.436,10122.4,-20.3196,-387.076,111,,,101.179,2792,-12.4369,-6.99696,,,5.58335,-0.899022,3308.71,54633,,,-29.979,5390,-5.16476,2.68519,39.0138,58.2284,,,-1.58465,0.854895,0.509827,0.498326,,,,,-353.402,111,,,-16.3406,-0.0145671,,
2007-01-29,Synagro Technologies Inc,Carlyle Group Inc/The,740.66,Cash,1,0,0,12.78,SYGR US,CG US,USD,740.66,"Company Takeover, Private Equity, PE Buyout",4953,6282,,29116,17997.2,17.7905,,1.4,,62.2703,343.962,21125.9,-14.3749,,808.7,,,,,4.47483,-0.628807,,,5.74117,0.761825,,4897.7,4.36996,12.7716,,1961.2,,30.0173,,12.1511,,49.1307,,,,,,4.12346,,,,808.7,,-12.5205,,26.0242,,
2001-05-23,Structural Dynamics Research Corp,Perspecta Enterprise Solutions LLC,740.41,Cash,1,0,0,11.58,191343Q US,3423152Q US,USD,740.41,Company Takeover,7372,7371,376.96,,,,,,,,899.101,12429.1,,-25.69,,85.763,,,,,,,201.269,4.98042,1.76868,451.937,,-9.99245,7.051,64.757,,4.82302,,,,,,,,1.84483,,1.63152,,8.83675,,-27.748,,,,-2.98264,,-34.2327,
2000-03-22,Varco International Inc/Old,Varco International Inc,739.48,Stock,0,1,0,9.16,3009Q US,VRC US,USD,966.58,Company Takeover,3533,1389,459.685,1901.7,,,,,,,827.72,2860.35,,31.234,97.8,28.782,53.8,67.811,334.5,,,1144.8,374.27,2.8621,1.08493,589.727,1568.1,8.91517,9.25767,80.709,278.9,10.2125,12.9711,,24.2835,,41.2837,32.9644,6.54019,3.60716,3.71482,1.48005,1.73512,77.9027,-2.24286,36.965,97.8,,,-15.9502,7.78541,1.56935,10.0091
2000-02-22,Ascent Entertainment Group Inc,Liberty Interactive LLC,737.97,Cash,1,0,0,11.92,GOAL US,2860436Q US,USD,737.97,Company Takeover,7812,4841,581.301,34542,,,,,,,451.919,,,-86.841,,8.479,,,,,,,191.023,,1.61474,275.379,4002,-73.7904,,61.916,1129,-15.385,20.3398,59.27,16.0819,201.57,23.2602,-1.4477,6.16667,2.6276,0.786255,4.36177,2.08893,,,-77.577,8780,,,-6.78662,314.919,,
2019-08-22,Pivotal Software Inc,VMware Inc,737.46,Cash,1,0,0,,PVTL US,VMW US,USD,737.46,Company Takeover,,7372,1850.47,31237,,,,,,,4212.97,68265.7,,-131.886,1426,196.406,3317,,,,,2560,241.266,7.9813,-0.403922,657.494,13350,-10.0888,106.141,-128.656,3455,-22.3293,15.1461,,40.2215,,819.035,,6.65132,2.19659,0.82568,1.52338,91.0532,,5.13336,-141.903,1314,,,60.4363,8.93081,,-0.933089
1998-02-17,Zurn Industries Inc,Zurn Holdings Inc,737.37,Stock,0,1,0,9.07,ZRN US,JJZ US,USD,730.20,Company Takeover,1629,3431,726.357,,,,0.4,,,,,775.504,,16.383,,,,134.266,,,,,418.348,1.70039,,353.018,,,12.8112,,,9.29358,,26.9158,,,,7.55945,,1.45125,,,,,,5.3,,,,,,,
2001-10-08,Ackerley Group Inc,iHeartCommunications Inc,734.49,Stock,0,1,0,,AK US,2968900Q US,USD,605.47,Company Takeover,7312,4833,576.841,9202.96,,,,,,,637.689,,,49.088,-302.655,,,,,,,1224.98,172.989,3.70845,0.546301,198.857,2948.22,26.3072,-32.9439,19.597,-1183.25,-13.1004,-58.9381,50.3742,74.5187,130.302,652.628,-0.903482,-5.05498,0.279447,2.25546,3.11828,5.08297,,,45.535,-1914.7,,,-13.5569,-16.4969,35.1974,
1999-07-01,Lexford Residential Trust,Equity Residential,733.86,Stock & Debt,0,1,1,9.82,2255824Q US,EQR US,USD,716.53,Company Takeover,6798,6798,628.922,20746,23445.7,48.1041,0.4325,2.77,,93.9976,228.102,23816.9,0.145974,6.351,1120.09,,,,,-16.9022,-1.79358,,,5.03482,7.84229,143.48,3093.96,10.475,10.1458,62.703,1903.59,28.703,28.1113,83.9122,40.8733,891.727,74.3228,0.95944,2.65196,,,6.49501,1.88557,,4.99509,-4.901,1120.09,,,160.318,-0.423117,,-2.05832
1999-05-03,ABR Information Services Inc,Nielsen Audio Inc,732.98,Cash,1,0,0,19.57,3477Q US,1789494D US,USD,732.98,Company Takeover,7371,8700,273.191,269.092,,,,0.4,,18.5646,503.335,1250.53,,12.522,52.504,5.192,40.567,,,,,236.207,55.5917,4.27772,1.30429,74.592,449.858,5.60538,36.3868,25.221,118.966,24.6085,19.6133,,,,,,155.338,4.60862,1.64333,1.16599,1.81304,40.8034,13.3944,6.727,56.931,,,23.0496,12.6059,,-9.14746
2017-10-30,Capella Education Co,Strategic Education Inc,732.98,Stock,0,1,0,8.57,CPLA US,STRA US,USD,1031.15,Company Takeover,8200,8200,279.021,2049.74,1890.49,13.409,1.7,2.4,82.4185,49.8513,1157.75,2107.45,4.45137,27.121,114.041,,,,,2.81369,10.6987,647.111,196.082,8.90492,6.80392,440.411,1268.22,11.9934,6.76219,79.767,218.629,10.2391,13.7382,,6.19744,,7.64097,,,3.83617,1.40877,1.31309,1.2594,2.18161,,23.505,126.614,,,0.615911,,26.3778,
2010-06-30,Argon ST Inc,Boeing Co/The,732.36,Cash,1,0,0,20.39,0954772D US,BA US,USD,732.36,"Company Takeover, Tender Offer",3829,3721,380.025,168235,174402,,,,,,753.705,170374,2.89241,10.639,2235,8.99,3615,6.021,83268,30.8509,-4.22469,85174,261.978,8.0853,1.11819,366.076,89463,3.31454,,44.833,6752,9.88729,4.78522,0.0105256,33.5037,0.0125165,1032.89,,1.49528,3.07297,1.18817,1.17702,,-6.93153,,23.691,2235,,,11.6611,7.59259,-22.6047,
2017-05-22,Xenith Bankshares Inc,Atlantic Union Bankshares Corp,731.97,Stock,0,1,0,,XBKS US,AUB US,USD,795.75,Company Takeover,6021,6022,3267.19,37585.8,5203.96,12.4139,,1.39,,68.3608,754.498,5004.72,5.09372,24.261,273.715,,,,,4.18445,-4.53718,,,,,103.541,2040.92,5.11817,6.42654,,,-4.78902,24.52,6.45242,4.30005,45.4693,32.2828,,,,,7.0798,7.62935,,42.6532,57.042,273.715,,68.1332,,52.8788,,
2014-11-12,Enterprise Terminaling Services LP,Enterprise Products Partners LP,731.96,Stock,0,1,0,12.30,OILT US,EPD US,USD,673.27,"Company Takeover, Additional Stake Purchase",,4922,,77902,79779.8,13.8666,,2.175,,81.79,,69306,18.1455,,5810,,,,3884,10.4062,2.50758,45440,,4.3173,,,52596,,19.8731,,9354,,13.1284,,45.1798,,114.967,,4.36197,,1.04115,,2.65208,,7.79919,,5810,,,,0.951171,,0.53512
2008-07-28,Spire EnergySouth Inc,Sempra,730.81,Cash,1,0,0,15.96,ENSI US,SRE US,USD,730.81,Company Takeover,4924,4932,,96155,61359.7,33.6326,,2.555,,55.7974,397.877,57629.7,6.70517,,2161,,,,561,31.6279,0.255401,1915,,7.64922,5.67078,,13702,13.1095,7.03399,,4992,,17.7273,,38.4359,,97.8035,,1.04115,,0.546197,,3.15449,,,,1834,,,,,,
2006-09-13,Windrose Medical Properties Trust,Welltower Inc,730.25,Stock,0,1,0,16.19,980359Q US,WELL US,USD,750.65,Company Takeover,6798,6798,702.436,67303,143503,59.2868,0.92,2.82,431.153,200.364,373.46,129279,11.4879,3.298,936.845,,,,,31.352,-1.37363,,,3.75061,2.74201,50.057,10838,-0.306551,2.52908,29.349,2373.58,35.933,1.67166,61.9483,31.7672,178.355,49.4881,1.11852,0.264198,,,3.36777,1.59744,,5.67549,6.013,936.845,,,116.151,31.8522,,19.7393
2019-07-15,United Financial Bancorp Inc,People's United Financial Inc,730.10,Stock,0,1,0,,UBNK US,PBCT US,USD,726.48,Company Takeover,6036,6035,7356.87,64642.4,,,0.48,0.7275,40.5076,52.0988,693.561,7625.53,,34.304,604.9,,,,,,,,,,,309.735,1994.9,4.76411,7.87006,,,26.9622,40.0063,12.2284,3.39189,126.26,27.7481,,,,,10.2935,8.50631,,21.1523,59.906,604.9,4.29831,-8.49891,3.41172,2.45769,,
2000-06-21,Battle Mountain Gold Co,Newmont Corp,728.10,Stock,0,1,0,13.84,BMG US,NEM US,USD,548.92,Company Takeover,,1040,506.6,57121,129250,17.1056,,1,,15.6104,402.397,108737,20.0901,-103.3,7085,16.7,166,30.9,2689,181.185,-3.80369,8085,220.2,12.2056,0.281862,228.2,22669,,22.2118,45.9,13508,-8.01928,48.3524,35.4126,9.97532,143.865,16.7381,-1.21192,29.3861,1.73868,2.28746,8.26928,1.77867,-34.858,9.00196,-119.4,7085,,,-27.0134,1.37003,1.97322,-4.9259
