Announce Date,Acquirer Ticker,Target Ticker,Deal Description
2000-12-04,PEP US,OAT US,PepsiCo Inc acquired Quaker Oats Co/The for USD 14942.80M. The transaction was announced on 12/4/2000 and completed on 8/3/2001.
2008-10-03,WFC US,1255173D US,Wells Fargo & Co acquired Wachovia Corp for USD 14820.90M. The transaction was announced on 10/03/2008 and completed on 01/02/2009. The combined company will have community banks in 39 states and the District of Columbia.
2003-10-27,ELV US,502466Q US,Elevance Health Inc acquired WellPoint Health Networks Inc for USD 14747.51M. The transaction was announced on 10/27/2003 and completed on 12/1/2004.
2006-03-12,COF US,NFB US,Capital One Financial Corp acquired North Fork Bancorporation Inc for USD 14621.18M. The transaction was announced on 3/12/2006 and completed on 12/1/2006.
2020-02-20,MS US,ETFC US,Morgan Stanley acquired E*TRADE Financial Corp for USD 14507.65M. The transaction was announced on 2/20/2020 and completed on 10/5/2020.
2018-01-03,D US,SCG US,"On 1/03/2018 Dominion Energy Inc announced the takeover of SCANA Corp. One of the stated objectives of the acquisition is to give Dominion Energy access to markets in the Southeastern United States. At the time of announcement, this is the largest takeover on record for Dominion Energy. On 11..."
2015-06-01,INTC US,1541931D US,"On 06/01/2015, Intel Corp announced that it would acquire Altera Corp for USD 54 per share. On 05/28/2015, New York Post reported that Intel Corp was near a deal to buy Altera Corp for USD 54 per share after earlier negotiations broke down on 04/09/2015 according to CNBC. The negotiations wer..."
2015-10-21,WDC US,SNDK US,"On 02/23/2016, Western Digital Corp announced that the shareholders of SanDisk Corp will receive USD67.50 per share in cash and 0.2387 acquirer shares. Western Digital announced on 10/21/2015 an agreement to acquire SanDisk, making this at the time of announcement the largest acquisition on r..."
2017-03-13,INTC US,MBBYF US,"On 03/13/2017, Intel Corporation announced that they had entered into a definitive agreement for the purchase of Mobileye NV for USD 14,131.97M. As of announcement date, this is the second largest acquisition ever by Intel Corp."
2004-06-21,1255173D US,2676187Q US,Wachovia Corp acquired SouthTrust Corp for USD 14075.42M. The transaction was announced on 6/21/2004 and completed on 11/1/2004.
2019-06-10,CRM US,DATA US,"On 06/10/2019, it was announced that salesforce.com Inc signed a definitive agreement with Tableau Software Inc, whereby salesforce will acquire all of the outstanding shares of Tableau, in an all-stock transaction with a 1.103 ratio. The transaction closed on 08/01/2019 and is salesforce's l..."
2015-12-07,,GMCR US,"On 12/07/2015, Keurig Green Mountain Inc announced that it would be taken private by JAB Holding Co in partnership with strategic minority investors who are already shareholders in Jacobs Douwe Egberts BV including Mondelez International and entities associated with BDT Capital Partners. The ..."
1998-10-19,MCK US,244630Q US,McKesson Corp acquired HBO & Co for USD 13877.16M. The transaction was announced on 10/19/1998 and completed on 1/13/1999.
2001-06-25,WAMUQ US,DME US,Washington Mutual Inc acquired Dime Bancorp Inc for USD 13797.58M. The transaction was announced on 6/25/2001 and completed on 1/7/2002.
2015-05-13,DHR US,1684442D US,"On 05/13/2015, Danaher Corp announced a definitive agreement to acquire all outstanding shares of Pall Corp for USD 127.20 per share. Previously the Wall Street Journal reported that Danaher Corp and Thermo Fisher Scientific Inc were pursuing Pall Corp, citing people familiar with the matter...."
2002-02-22,NOC US,297504Q US,Northrop Grumman Corp acquired Northrop Grumman Space & Mission Systems Corp for USD 13706.36M. The transaction was announced on 2/22/2002 and completed on 12/12/2002.
2005-05-09,DUK US,CIN US,Duke Energy Corp acquired Cinergy Corp for USD 13696.06M. The transaction was announced on 5/9/2005 and completed on 4/3/2006.
2016-08-22,PFE US,MDVN US,"On 08/22/2016, Pfizer Inc announced they have agreed to acquire Medivation Inc in a USD 81.50 per share all-cash transaction, for USD 13,694.62M. The transaction was completed on 09/29/2016. Medivation Inc had received another offer from Sanofi on 04/28/216 in a 58 per share cash deal. At the..."
2015-07-13,MPLX US,MWE US,"On 11/17/2015, MPLX LP increased the cash terms of the offer to USD 6.20 per MarkWest Energy Partners LP share, resulting in a transaction value of USD 13,687.32M. On 07/13/2015, MPLX announced the acquisition of MarkWest Energy for USD 20,210.91M. This deal is to combine the natural gas proc..."
2004-12-16,GEN US,3153670Q US,Gen Digital Inc acquired Veritas Software Corp for USD 13679.65M. The transaction was announced on 12/16/2004 and completed on 7/5/2005.
2022-03-21,BRK/A US,Y US,Berkshire Hathaway Inc acquired Alleghany Corp for USD 13661.06M. The transaction was announced on 3/21/2022 and completed on 10/19/2022.
2000-06-25,RAI US,NGH US,Reynolds American Inc acquired RJR Acquisition Corp for USD 13622.27M. The transaction was announced on 6/25/2000 and completed on 12/12/2000.
2017-06-16,AMZN US,WFM US,Amazon.com Inc acquired Whole Foods Market Inc for USD 13605.36M. The transaction was announced on 6/16/2017 and completed on 8/29/2017.
2001-04-16,1255173D US,41018Q US,Wachovia Corp acquired Wachovia Corp/Old for USD 13593.75M. The transaction was announced on 4/16/2001 and completed on 9/4/2001.
2019-03-27,CNC US,WCG US,Centene Corp acquired WellCare Health Plans Inc for USD 13534.24M. The transaction was announced on 3/27/2019 and completed on 1/24/2020.
2015-02-22,BHC CN,SLXP US,"On 03/16/2015, Valeant Pharmaceuticals International Inc raised its offer to acquire Salix Pharmaceuticals Ltd to USD 13,413.260M in cash. On 02/22/2015 Valeant announced it had agreed to acquire Salix Pharmaceuticals for USD 11,560.67M in cash. This was the largest deal announced for Salix P..."
2020-10-19,COP US,CXO US,ConocoPhillips acquired Concho Resources Inc for USD 13290.68M. The transaction was announced on 10/19/2020 and completed on 1/19/2021.
2015-03-30,UNH US,CCT CN,"On 03/30/2015, UnitedHealth Group Inc's subsidiary, OptumRx, announced the acquisition of Catamaran Corp for USD 13,226.57M, making this the largest acquisition by UnitedHealth Group Inc to date. The merger was expected to create a dynamic competitor in the PBM market by combining the strengt..."
2020-08-05,TDOC US,LVGO US,Teladoc Health Inc acquired Livongo Health Inc for USD 13154.02M. The transaction was announced on 8/5/2020 and completed on 11/2/2020.
2004-11-17,SHLDQ US,605555Q US,Sears Holdings Corp acquired Sears Roebuck and Co for USD 13056.74M. The transaction was announced on 11/17/2004 and completed on 3/28/2005.
2008-06-23,RSG US,AW US,Republic Services Inc acquired Allied Waste Industries LLC for USD 13050.88M. The transaction was announced on 06/23/2008 and completed on 12/08/2008. This was the second largest acquisition in non-hazardous waste disposal sector in the United States as of the announcement date.
2008-05-13,HPQ US,3423152Q US,"Hewlett-Packard Co acquired Electronic Data Systems Corp for USD 13,031.04M. The transaction was announced on 05/13/2008 and completed on 08/26/2008. Upon completion EDS was renamed HP Enterprise Services LLC."
2012-05-21,ETN US,CBE US,"Eaton Corp PLC acquired Cooper Industries PLC for USD 12846.14M. The transaction was announced on 05/21/2012 and completed on 12/03/2012. As of the announcement, this is the tenth biggest acquisition in the diversified manufacturing operations industry in history."
2016-07-26,ADI US,LLTC US,"Linear Technology Corp and Analog Devices Inc announced on 07/26/2016 that Analog Devices will acquire Linear Technologies. The terms of the deal are USD 46 per share in cash and 0.2321 Analog Shares per Linear Tecnology Shares. The transaction value is USD 12,870.35M.  On 07/26/2016, people ..."
2021-01-06,UNH US,CHNG US,UnitedHealth Group Inc acquired Change Healthcare Inc for USD 12806.69M. The transaction was announced on 1/6/2021 and completed on 10/4/2022.
2022-04-19,BX US,ACC US,Blackstone Inc acquired American Campus Communities Inc for USD 12790.86M. The transaction was announced on 4/19/2022 and completed on 8/10/2022.
2020-07-20,CVX US,NBL US,Chevron Corp acquired Noble Energy Inc for USD 12680.60M. The transaction was announced on 7/20/2020 and completed on 10/6/2020.
1998-10-18,KR US,548227Q US,Kroger Co/The acquired Fred Meyer Inc for USD 12587.63M. The transaction was announced on 10/18/1998 and completed on 5/28/1999.
2008-10-27,LUMN US,1654539D US,"CenturyLink Inc acquired Embarq Corp for USD 12,565.68M. The transaction was announced on 10/27/2008 and completed on 07/01/2009. In response to the merger, Moody's Investors Service downgraded the long-term rating on CenturyTel, as analysts raised concerns about CenturyTel's ability to integ..."
2016-05-03,IQV US,IMS US,"On 10/03/2016, the transaction was completed. On 05/03/2016 Quintiles Transnational Holdings Inc announced the acquisition of IMS Health Holdings Inc in an all-stock deal at a 0.384 shares ratio, for a total consideration of USD 12,559.44M. As of the date of the announcement, this was the lar..."
1998-08-03,1312089D US,2691Q US,Albertson's LLC acquired American Stores Co LLC for USD 12369.25M. The transaction was announced on 8/3/1998 and completed on 6/24/1999.
2010-02-21,SLB US,1810430D US,"Schlumberger Ltd acquired Smith International Inc for USD 12342.48M. The transaction was announced on 02/21/2010 and completed on 08/30/2010. The completion of this transaction further establishes Schlumberger as the world's largest oil-field services company. As of announcement date, this is..."
2019-10-27,PLD US,LPT US,Prologis Inc acquired Liberty Property Trust for USD 12340.51M. The transaction was announced on 10/27/2019 and completed on 2/4/2020.
2014-04-30,EXC US,2557974D US,"It was reported on 10/05/2015 that a tentative agreement was reached with the Washington mayor regarding more acceptable terms for city regulators and the transaction was completed on 03/24/2016. On 08/25/2015 DC Public Service Commission rejected the merger, but the companies will appeal. On..."
2014-10-05,BDX US,CFN US,"Becton Dickinson and Co announced the acquisition of CareFusion Corp for USD 12,153.92M. The transaction was announced on 10/05/2014 and was completed on 03/17/2015. The combination of the two companies’ complementary product portfolios will offer integrated medication management solutions ..."
2022-01-10,TTWO US,ZNGA US,Take-Two Interactive Software Inc acquired Zynga Inc for USD 12006.41M. The transaction was announced on 1/10/2022 and completed on 5/24/2022.
2015-08-24,SO US,GAS US,"On 07/01/2016, the deal was completed. The Southern Company and AGL Resources Inc announced that they have entered into a definitive merger agreement under which the Southern Company will purchase a 100% stake in AGL Resources Inc for USD 11,936.79M. The transaction was announced on 08/24/201..."
2021-09-02,BAX US,HRC US,Baxter International Inc acquired Hill-Rom Holdings Inc for USD 11716.56M. The transaction was announced on 9/2/2021 and completed on 12/13/2021.
2001-03-27,JNJ US,AZA US,Johnson & Johnson acquired ALZA Corp for USD 11692.37M. The transaction was announced on 3/27/2001 and completed on 6/25/2001.
2008-09-08,MO US,3517233Q US,"Altria Group Inc acquired UST LLC for USD 11,612.80M. The transaction was announced on 09/08/2008 and completed on 01/06/2009. As of the completion date, Altria Group Inc, the maker of Marlboro cigarettes, became the biggest seller of smokeless tobacco."
2021-11-15,,CONE US,A consortium led by KKR & Co Inc acquired CyrusOne Inc for USD 11485.69M. The transaction was announced on 11/15/2021 and completed on 3/28/2022.
2006-12-18,,0964591D US,A consortium led by Blackstone Inc acquired Biomet Inc for USD 11426.96M. The transaction was announced on 12/18/2006 and completed on 9/26/2007.
2015-11-08,WY US,PCL US,"On 11/08/2015, Weyerhaeuser Co announced the acquisition of Plum Creek Timber Co Inc for USD 11,406.00M. The transaction was announced on 11/08/2015 and was completed on 02/22/2016. At the time of announcement, this is Weyerhaeuser's largest acquisition on record."
2015-11-03,TRGP US,NGLS US,"Targa Resources Corp announced the acquisition of Targa Resources Partners LP for USD 11,378.48M. The transaction was announced on 11/03/2015 and completed on 02/17/2016. As of the announcement date, this deal is Targa Resources Corp's largest acquisition on record."
2006-05-08,TMO US,FSH US,Thermo Fisher Scientific Inc acquired Fisher Scientific International LLC for USD 11352.79M. The transaction was announced on 5/8/2006 and completed on 11/10/2006.
2004-08-20,BPYU US,0118113D US,Brookfield Property REIT Inc acquired GGP-TRC LLC for USD 11311.34M. The transaction was announced on 8/20/2004 and completed on 11/15/2004.
